2023-03-02 10:51:28.116 [main] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:52:25.989 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:52:26.010 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:52:35.986 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:52:36.013 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:52:45.996 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:52:46.015 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:52:55.974 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:52:56.031 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:53:05.979 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:53:06.023 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:53:15.978 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:53:16.015 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:53:25.981 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:53:26.010 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:53:35.976 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:53:36.022 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:53:45.983 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:53:46.016 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:53:55.980 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:53:56.014 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:54:05.987 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:54:06.016 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:54:15.968 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:54:16.016 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:54:25.981 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:54:26.018 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:54:35.972 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:54:36.018 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:54:45.978 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:54:46.024 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:54:55.973 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:54:56.026 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:55:05.982 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:55:06.011 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:55:15.973 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:55:16.020 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:55:25.978 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:55:26.008 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:55:35.980 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:55:36.011 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:55:45.990 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:55:46.021 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:55:55.985 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:55:56.025 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:56:05.970 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:56:06.020 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:56:15.972 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:56:16.022 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:56:25.979 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:56:26.025 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:56:35.987 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:56:36.017 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:56:45.976 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:56:46.009 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:56:55.975 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:56:56.006 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:57:05.983 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:57:06.006 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:57:15.965 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:57:16.009 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:57:25.971 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:57:26.018 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:57:35.989 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:57:36.009 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:57:45.984 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:57:46.023 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:57:55.984 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:57:56.030 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:58:05.968 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:58:06.015 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:58:15.975 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:58:16.010 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:58:25.974 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:58:26.022 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:58:35.981 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:58:36.006 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:58:45.964 [timeoutChecker_1_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
2023-03-02 10:58:46.011 [timeoutChecker_2_1] ERROR io.seata.core.rpc.netty.NettyClientChannelManager - can not get cluster name in registry config 'service.vgroupMapping.default-tx-group', please make sure registry config correct
